"Region","Departement","FINESS","Hopital","CP","Routage","Logiciel_2014","Editeur","RPU_transmis","Nb_RPU_T1_2015","Logiciel_2015","Version_2015","Coment","Freq_remontee","DN_exhaus","DN_confor","DP_exhaus","DP_confor","MS_exhaus","MS_confor","Jours_manquants","coment2","reg.id"
"PACA","Bouches du Rhône","130786361","POLYCLINIQUE DU PARC RAMBOT","13626","AIX EN PROVENCE CEDEX 1","TU-ORUPACA","","OUI","3803","TU-ORUPACA",NA,"","1440 (1x/24h)","100.00","100.00","97.07","97.07","97.74","97.74","0","",93
"PACA","Bouches du Rhône","130786742","HIA LAVERAN","13384","MARSEILLE CEDEX 13","TU-ORUPACA","","OUI","5523","TU-ORUPACA",NA,"Démarrage TU septembre 2014","1440 (1x/24h)","100.00","100.00","77.39","77.39","79.17","79.17","0","",93
"PACA","Bouches du Rhône","130804297","APHM HOPITAL LA TIMONE ENFANTS","13385","MARSEILLE CEDEX 05","TU-ORUPACA","","OUI","10101","TU-ORUPACA",NA,"","1440 (1x/24h)","100.00","100.00","98.89","98.89","99.87","99.87","0","",93
"PACA","Var","830000279","CH JEAN MARCEL DE BRIGNOLES","83177","BRIGNOLES CEDEX","TU-ORUPACA","","OUI","7254","TU-ORUPACA",NA,"","1440 (1x/24h)","100.00","100.00","95.03","94.86","99.99","99.99","0","",93
"PACA","Var","830000287","CH LA DRACENIE DE DRAGUIGNAN","83007","DRAGUIGNAN CEDEX","TU-ORUPACA","","OUI","8813","TU-ORUPACA",NA,"","1440 (1x/24h)","100.00","100.00","92.63","92.63","95.71","95.71","0","",93
"PACA","Var","830000295","CH DE HYERES MARIE JOSEE TREFFOT","83407","HYERES CEDEX","TU-ORUPACA","","OUI","7336","TU-ORUPACA",NA,"","1440 (1x/24h)","100.00","100.00","98.95","98.94","99.97","99.97","0","",93
"PACA","Var","830000311","CHI DE FREJUS SAINT RAPHAEL","83608","FREJUS CEDEX","TU-ORUPACA","","OUI","9107","TU-ORUPACA",NA,"","1440 (1x/24h)","100.00","100.00","97.62","97.62","82.11","82.11","0","",93
"PACA","Var","830000337","CENTRE HOSPITALIER DE SAINT TROPEZ","83580","GASSIN","TU-ORUPACA","","OUI","4167","TU-ORUPACA",NA,"","1440 (1x/24h)","100.00","100.00","96.46","96.46","98.38","98.38","0","",93
"PACA","Var","830000345","CHITS CH SAINTE MUSSE","83056","TOULON CEDEX","TU-ORUPACA","","OUI","16850","TU-ORUPACA",NA,"","1440 (1x/24h)","100.00","100.00","97.32","97.31","98.51","98.51","0","",93
"PACA","Var","830100574","HIA SAINTE ANNE","83041","TOULON CEDEX 9","RESURGENCES","","OUI","6602","RESURGENCES",NA,"","1440 (1x/24h)","100.00","100.00","93.79","93.75","0.00","0.00","0","",93
"PACA","Var","830100608","CHITS CH GEORGE SAND LA SEYNE SUR MER","83507","LA SEYNE SUR MER CEDEX","TU-ORUPACA","","OUI","5821","TU-ORUPACA",NA,"","1440 (1x/24h)","100.00","100.00","98.24","98.24","99.53","99.53","0","",93
"PACA","Var","830200523","POLYCLINIQUE MUTUALISTE MALARTIC","83192","OLLIOULES CEDEX","TU-ORUPACA","","OUI","3794","TU-ORUPACA",NA,"","1440 (1x/24h)","100.00","100.00","98.67","98.67","99.84","99.84","0","",93
"PACA","Vaucluse","840000343","CENTRE HOSPITALIER DU PAYS D'APT","84405","APT CEDEX","TU-ORUPACA","","OUI","3210","TU-ORUPACA",NA,"","1440 (1x/24h)","100.00","100.00","83.03","83.03","99.87","99.87","0","",93
"PACA","Vaucluse","840000392","CENTRE HOSPITALIER DE CARPENTRAS","84208","CARPENTRAS CEDEX","TU-ORUPACA","","OUI","6553","TU-ORUPACA",NA,"","1440 (1x/24h)","100.00","100.00","98.24","98.24","99.92","99.92","0","",93
"PACA","Vaucluse","840000418","CHI DE CAVAILLON LAURIS","84304","CAVAILLON CEDEX","TU-ORUPACA","","OUI","6303","TU-ORUPACA",NA,"Démarrage TU janvier 2014","1440 (1x/24h)","100.00","100.00","98.35","98.35","99.90","99.90","0","",93
"PACA","Vaucluse","840000483","CH LOUIS GIORGI D'ORANGE","84106","ORANGE CEDEX","TU-ORUPACA","","OUI","6917","TU-ORUPACA",NA,"","1440 (1x/24h)","100.00","100.00","99.07","99.01","99.91","99.91","0","",93
"PACA","Vaucluse","840000491","CH DU PAYS D'AIX - SITE DE PERTUIS","84123","PERTUIS CEDEX","TU-ORUPACA","","OUI","3436","TU-ORUPACA",NA,"","1440 (1x/24h)","100.00","100.00","98.44","98.44","94.29","94.29","0","",93
"PACA","Vaucluse","840000525","CH VAISON LA ROMAINE","84110","VAISON LA ROMAINE","TU-ORUPACA","","OUI","2045","TU-ORUPACA",NA,"","1440 (1x/24h)","100.00","100.00","98.57","98.57","99.90","99.90","0","",93
"PACA","Vaucluse","840000533","CH JULES NIEL DE VALREAS","84607","VALREAS CEDEX","TU-ORUPACA","","OUI","2212","TU-ORUPACA",NA,"","1440 (1x/24h)","100.00","100.00","98.44","98.44","99.82","99.82","0","",93
"PACA","Vaucluse","840001861","CH D'AVIGNON HENRI DUFFAUT","84902","AVIGNON CEDEX 9","TU-ORUPACA","","OUI","22930","TU-ORUPACA",NA,"","1440 (1x/24h)","100.00","100.00","98.02","98.02","99.05","99.05","0","",93
"RHONE ALPES","Ain","10000024","CH FLEYRIAT","1012","BOURG EN BRESSE CEDEX","URQUAL","Mc Kesson","OUI","8469","URQUAL",NA,"","1 fois par jour","100","100","66","95","94",NA,"1",NA,82
"RHONE ALPES","Ain","10000032","CH DOCTEUR RECAMIER BELLEY","1300","BELLEY","CRISTALNET-DMU","","OUI","3749","CRISTALNET-DMU",NA,"","1 fois par jour","100","100","95","95","100",NA,"0",NA,82
"RHONE ALPES","Ain","10005239","CH DU HAUT BUGEY SITE GEOVREISSET","1108","OYONNAX CEDEX","EXAGONE","Société ENOVACOM","OUI","5515","EXAGONE",NA,"","1 fois par jour","100","100","4","95","5",NA,"0",NA,82
"RHONE ALPES","Ain","10780195","CLINIQUE CONVERT","1000","BOURG EN BRESSE","RESURGENCE","","OUI","4845","RESURGENCE",NA,"","1 fois par jour","100","100","99","95","0",NA,"0",NA,82
"RHONE ALPES","Ain","10780203","CLINIQUE MUTUALISTE AMBERIEU EN BUGEY","1506","AMBERIEU EN BUGEY CEDEX","CRISTALNET-DMU","","OUI","5025","CRISTALNET-DMU",NA,"","1 fois par jour","100","100","94","95","100",NA,"0",NA,82
"RHONE ALPES","Ardèche","70000013","CH DES VALS D'ARDECHE","7007","PRIVAS CEDEX","URQUAL","Mc Kesson","OUI","3392","URQUAL",NA,"","1 fois par jour","100","100","1","95","0",NA,"0",NA,82
"RHONE ALPES","Ardèche","70000609","CH D'ARDECHE MERIDIONALE","7205","AUBENAS CEDEX","EXAGONE","Société ENOVACOM","OUI","5948","EXAGONE",NA,"","1 fois par jour","100","100","0","95","100",NA,"0",NA,82
"RHONE ALPES","Ardèche","70780424","CLINIQUE PASTEUR","7500","GUILHERAND GRANGES","RESURGENCE","","OUI","3931","RESURGENCE",NA,"","1 fois par jour","100","100","88","95","0",NA,"0",NA,82
"RHONE ALPES","Drôme","260000013","CH DE VALENCE Adulte","26953","VALENCE CEDEX 9","CRISTALNET-DMU","","OUI","9573","CRISTALNET-DMU",NA,"","1 fois par jour","100","100","61","95","100",NA,"0",NA,82
"RHONE ALPES","Drôme","260000013","CH DE VALENCE Pediatrique","26953","VALENCE CEDEX 9","CRISTALNET-DMU","","OUI","4792","CRISTALNET-DMU",NA,"","1 fois par jour","100","100","80","95","100",NA,"0",NA,82
"RHONE ALPES","Drôme","260000120","HOPITAUX DROME NORD - ROMANS","26102","ROMANS SUR ISERE CEDEX","ORBIS 
","","NON",NA,"ORBIS 
",NA,"Transmet ses RPU depuis mai 2015","","","","","","",NA,NA,NA,82
"RHONE ALPES","Drôme","260000138","CH DE MONTELIMAR","26216","MONTELIMAR CEDEX","URQUAL","","OUI","10084","URQUAL",NA,"","1 fois par jour","100","100","0","95","90",NA,"2",NA,82
"RHONE ALPES","Drôme","260000146","CENTRE HOSPITALIER DE CREST","26400","CREST","CRISTALNET-DMU","","OUI","2417","CRISTALNET-DMU",NA,"","1 fois par jour","100","100","86","95","100",NA,"0",NA,82
"RHONE ALPES","Drôme","260000203","HOPITAUX DROME NORD - ST VALLIER","26241","ST VALLIER CEDEX","ORBIS 
","","NON",NA,"ORBIS 
",NA,"Transmet ses RPU depuis mai 2015","","","","","","",NA,NA,NA,82
"RHONE ALPES","Drôme","260000286","CENTRE HOSPITALIER DIE","26150","DIE","CRISTALNET-DMU","","OUI","1817","CRISTALNET-DMU",NA,"","1 fois par jour","100","100","2","95","100",NA,"0",NA,82
"RHONE ALPES","Isère","380000026","CH DE LA MURE","38350","LA MURE D ISERE","CRISTALNET-DMU","","OUI","1772","CRISTALNET-DMU",NA,"","1 fois par jour","100","100","98","95","100",NA,"0",NA,82
"RHONE ALPES","Isère","380000034","CH PIERRE OUDOT BOURGOIN JALLIEU","38302","BOURGOIN JALLIEU CEDEX","CRISTALNET-DMU","","OUI","11041","CRISTALNET-DMU",NA,"","1 fois par jour","100","100","96","95","99",NA,"0",NA,82
"RHONE ALPES","Isère","380000042","CH YVES TOURAINE","38480","LE PONT DE BEAUVOISIN","CRISTALNET-DMU","","NON",NA,"CRISTALNET-DMU",NA,"","","","","","","",NA,NA,NA,82
"RHONE ALPES","Isère","380782722","CHU GRENOBLE - urgences chirurgicales","38434","ECHIROLLES cedex","CRISTALNET-DMU","","OUI","7090","CRISTALNET-DMU",NA,"","1 fois par jour","100","100","97","95","100",NA,"0",NA,82
"RHONE ALPES","Isère","380782722","CHU GRENOBLE - urgences médicales","38434","ECHIROLLES cedex","CRISTALNET-DMU","","OUI","6217","CRISTALNET-DMU",NA,"","1 fois par jour","100","100","94","95","100",NA,"0",NA,82
"RHONE ALPES","Isère","380782722","CHU GRENOBLE - urgences pédiatriques","38434","ECHIROLLES cedex","CRISTALNET-DMU","","OUI","8194","CRISTALNET-DMU",NA,"","1 fois par jour","100","100","92","95","100",NA,"0",NA,82
"RHONE ALPES","Isère","380000067","CHU GRENOBLE - Traumatologie","38700","LA TRONCHE","CRISTALNET-DMU","","OUI","3849","CRISTALNET-DMU",NA,"","1 fois par jour","100","100","100","95","100",NA,"0",NA,82
"RHONE ALPES","Isère","380000174","CH LUCIEN HUSSEL VIENNE","38209","VIENNE CEDEX","Logiciel maison","","OUI","10365","Logiciel maison",NA,"","1 fois par jour","100","100","95","95","100",NA,"0",NA,82
"RHONE ALPES","Isère","380000406","CH DE VOIRON Adulte","38506","VOIRON CEDEX","CRISTALNET-DMU","","OUI","6576","CRISTALNET-DMU",NA,"","1 fois par jour","100","100","89","95","100",NA,"0",NA,82
"RHONE ALPES","Isère","380000406","CH DE VOIRON Pédiatrique","38506","VOIRON CEDEX","CRISTALNET-DMU","","OUI","2015","CRISTALNET-DMU",NA,"","1 fois par jour","100","100","91","95","100",NA,"0",NA,82
"RHONE ALPES","Isère","380012658","GROUPE HOSPIT. MUTUALISTE DE GRENOBLE","38028","GRENOBLE CEDEX 1","CRISTALNET-DMU","","OUI","6978","CRISTALNET-DMU",NA,"","1 fois par jour","100","100","79","95","100",NA,"0",NA,82
"RHONE ALPES","Isère","380781450","CLINIQUE SAINT CHARLES ROUSSILLON","38150","ROUSSILLON","MEDIBOARD","","OUI","3675","MEDIBOARD",NA,"","1 fois par jour","100","100","0","95","2",NA,"1",NA,82
"RHONE ALPES","Isère","380785956","CLINIQUE DES CEDRES","38130","ECHIROLLES","EXPERTIZ","","OUI","5355","EXPERTIZ",NA,"","1 fois par jour","100","100","90","95","100",NA,"0",NA,82
"RHONE ALPES","Loire","420000010","CH DE ROANNE","42328","ROANNE CEDEX","CORA URGENCE","","OUI","6618","CORA URGENCE",NA,"","1 fois par jour","100","100","95","95","31",NA,"0",NA,82
"RHONE ALPES","Loire","420000226","CH DU FOREZ SITE DE MONTBRISON","42605","MONTBRISON CEDEX","CRISTALNET-DMU","","OUI","5793","CRISTALNET-DMU",NA,"","1 fois par jour","100","100","94","95","100",NA,"0",NA,82
"RHONE ALPES","Loire","420000234","CH DE FIRMINY","42700","FIRMINY","CLINICOM","","OUI","8058","CLINICOM",NA,"","1 fois par jour","100","100","72","95","100",NA,"0",NA,82
"RHONE ALPES","Loire","420000267","CH DU FOREZ SITE DE FEURS","42110","FEURS","CRISTALNET-DMU","","OUI","3983","CRISTALNET-DMU",NA,"","1 fois par jour","100","100","94","95","100",NA,"1",NA,82
"RHONE ALPES","Loire","420010050","CLINIQUE MUTUALISTE CHIRURGICALE","42013","ST ETIENNE CEDEX 2","CRISTALNET-DMU","","OUI","2369","CRISTALNET-DMU",NA,"","1 fois par jour","100","100","60","95","100",NA,"0",NA,82
"RHONE ALPES","Loire","420011413","HOPITAL PRIVE DE LA LOIRE","42100","ST ETIENNE","EXPERT SANTE","","OUI","6324","EXPERT SANTE",NA,"","1 fois par jour","100","100","95","95","81",NA,"0",NA,82
"RHONE ALPES","Loire","420780504","CLINIQUE DU PARC ST PRIEST EN JAREZ","42276","ST PRIEST EN JAREZ CEDEX","SIGEMS","","OUI","3965","SIGEMS",NA,"","1 fois par jour","100","100","80","95","55",NA,"0",NA,82
"RHONE ALPES","Loire","420780637","HOPITAL DU GIER MCO","42403","ST CHAMOND CEDEX","MEDICAL OBJECT DE MEDIWERE 21","","OUI","5676","MEDICAL OBJECT DE MEDIWERE 21",NA,"","1 fois par jour","100","100","100","95","100",NA,"0",NA,82
"RHONE ALPES","Loire","420782310","CLINIQUE DU RENAISON","42300","ROANNE","E SHERPA","","OUI","4090","E SHERPA",NA,"","1 fois par jour","100","100","0","95","100",NA,"2",NA,82
"RHONE ALPES","Loire","420785354","CHU DE ST ETIENNE Adulte","42277","ST PRIEST EN JAREZ CEDEX","CRISTALNET-DMU","","OUI","11547","CRISTALNET-DMU",NA,"","1 fois par jour","100","100","79","95","100",NA,"0",NA,82
"RHONE ALPES","Loire","420785354","CHU DE ST ETIENNE Pédiatrique","42277","ST PRIEST EN JAREZ CEDEX","CRISTALNET-DMU","","OUI","7537","CRISTALNET-DMU",NA,"","1 fois par jour","100","100","99","95","100",NA,"0",NA,82
"RHONE ALPES","Rhône","690000013","CH MONTGELAS","69700","GIVORS","ORBIS 
","","OUI","4465","ORBIS 
",NA,"","1 fois par jour","100","100","0","95","97",NA,"0",NA,82
"RHONE ALPES","Rhône","690000575","HOPITAL NORD OUEST - VILLEFRANCHE","69655","VILLEFRANCHE SUR SAONE","CRISTALNET-DMU","","OUI","16470","CRISTALNET-DMU",NA,"","1 fois par jour","100","100","99","95","100",NA,"0",NA,82
"RHONE ALPES","Rhône","690000625","CH DE TARARE","69173","TARARE CEDEX","Logiciel maison","","OUI","3591","Logiciel maison",NA,"","1 fois par jour","100","100","83","95","95",NA,"17",NA,82
"RHONE ALPES","Rhône","690007539","HOPITAL FEMME MERE ENFANT","69677","BRON CEDEX","CRISTALNET-DMU","","OUI","21593","CRISTALNET-DMU",NA,"","1 fois par jour","100","100","100","95","100",NA,"0",NA,82
"RHONE ALPES","Rhône","690023411","HOPITAL PRIVE JEAN MERMOZ","69008","LYON","RESURGENCE","","OUI","5084","RESURGENCE",NA,"","1 fois par jour","100","100","96","95","99",NA,"0",NA,82
"RHONE ALPES","Rhône","690780382","CLINIQUE DU GRAND LARGE","69150","DECINES CHARPIEU","CRISTALNET-DMU","","OUI","4590","CRISTALNET-DMU",NA,"","1 fois par jour","100","100","99","95","100",NA,"1",NA,82
"RHONE ALPES","Rhône","690780390","POLYCLINIQUE DE RILLIEUX","69165","RILLIEUX LA PAPE CEDEX","OSOFT","de médibase","OUI","3646","OSOFT",NA,"","1 fois par jour","100","100","0","95","100",NA,"21",NA,82
"RHONE ALPES","Rhône","690780416","GPE HOSP MUT LES PORTES DU SUD","69694","VENISSIEUX CEDEX","URGEST","Logiciel maison","OUI","6321","URGEST",NA,"","1 fois par jour","100","100","98","95","0",NA,"0",NA,82
"RHONE ALPES","Rhône","690780648","CLINIQUE DE LA SAUVEGARDE","69337","LYON CEDEX 09","MEDIBOARD","","OUI","5166","MEDIBOARD",NA,"","1 fois par jour","100","100","1","95","95",NA,"1",NA,82
"RHONE ALPES","Rhône","690782834","CLINIQUE DU TONKIN","69626","VILLEURBANNE CEDEX","MEDIBOARD","","OUI","5350","MEDIBOARD",NA,"","1 fois par jour","100","100","3","95","98",NA,"0",NA,82
"RHONE ALPES","Rhône","690783154","HOPITAL EDOUARD HERRIOT - urgences chirurgicales","69437","LYON CEDEX 03","CRISTALNET-DMU","","OUI","7652","CRISTALNET-DMU",NA,"","1 fois par jour","100","100","97","95","100",NA,"0",NA,82
"RHONE ALPES","Rhône","690783154","HOPITAL EDOUARD HERRIOT - urgences médicales","69437","LYON CEDEX 03","CRISTALNET-DMU","","OUI","9151","CRISTALNET-DMU",NA,"","1 fois par jour","100","100","96","95","100",NA,"0",NA,82
"RHONE ALPES","Rhône","690784137","CH LYON SUD","69310","PIERRE BENITE","CRISTALNET-DMU","","OUI","7893","CRISTALNET-DMU",NA,"","1 fois par jour","100","100","95","95","100",NA,"0",NA,82
"RHONE ALPES","Rhône","690784152","HOPITAL DE LA CROIX-ROUSSE","69317","LYON CEDEX 04","CRISTALNET-DMU","","OUI","6123","CRISTALNET-DMU",NA,"","1 fois par jour","100","100","96","95","100",NA,"0",NA,82
"RHONE ALPES","Rhône","690805361","CH ST JOSEPH ST LUC","69365","LYON CEDEX 07","CRISTALNET-DMU","","OUI","9063","CRISTALNET-DMU",NA,"","1 fois par jour","100","100","99","95","100",NA,"0",NA,82
"RHONE ALPES","Rhône","690807367","POLYCLINIQUE  DU BEAUJOLAIS","69400","ARNAS","MEDIBOARD","","OUI","4277","MEDIBOARD",NA,"","1 fois par jour","100","100","0","95","100",NA,"0",NA,82
"RHONE ALPES","Rhône","690780093","HIA DESGENETTES","69003","LYON","URQUAL","Mc Kesson","NON",NA,"URQUAL",NA,"","","","","","","",NA,NA,NA,82
"RHONE ALPES","Savoie","730000031","CH METROPOLE SAVOIE - CHAMBERY Adulte","73011","CHAMBERY CEDEX","URQUAL","","OUI","10391","URQUAL",NA,"","1 fois par jour","100","100","28","95","94",NA,"1",NA,82
"RHONE ALPES","Savoie","730000049","CH DE MOUTIERS","73604","MOUTIERS TARENTAISE CEDEX","CRISTALNET-DMU","","OUI","4477","CRISTALNET-DMU",NA,"","1 fois par jour","100","100","79","95","100",NA,"0",NA,82
"RHONE ALPES","Savoie","730000080","CH DE SAINT JEAN DE MAURIENNE","73303","ST JEAN DE MAURIENNE CEDEX","CRISTALNET-DMU","","OUI","4778","CRISTALNET-DMU",NA,"","1 fois par jour","100","100","97","95","100",NA,"0",NA,82
"RHONE ALPES","Savoie","730000098","CH METROPOLE SAVOIE - AIX LES BAINS","73105","AIX LES BAINS CEDEX","CRISTALNET-DMU","","OUI","3241","CRISTALNET-DMU",NA,"","1 fois par jour","100","100","97","95","100",NA,"16",NA,82
"RHONE ALPES","Savoie","730000247","CH DE BOURG ST MAURICE","73704","BOURG ST MAURICE CEDEX","CRISTALNET-DMU","","OUI","4913","CRISTALNET-DMU",NA,"","1 fois par jour","100","100","95","95","100",NA,"0",NA,82
"RHONE ALPES","Savoie","730000262","CH D'ALBERTVILLE","73208","ALBERTVILLE CEDEX","CRISTALNET-DMU","","OUI","5675","CRISTALNET-DMU",NA,"","1 fois par jour","100","100","86","95","100",NA,"0",NA,82
"RHONE ALPES","Savoie","730004298","HOPITAL PRIVE MEDIPOLE DE SAVOIE","73190","CHALLES LES EAUX","EXPERTIZ","","OUI","6437","EXPERTIZ",NA,"","1 fois par jour","100","100","82","95","99",NA,"0",NA,82
"RHONE ALPES","Hte Savoie","740000237","CH ANNECY-GENEVOIS SITE ANNECY","74151","PRINGY CEDEX","DPU","","OUI","20105","DPU",NA,"Données envoyées en un seul fichier sans distinction du site","1 fois par jour","100","100","97","95","100",NA,"9",NA,82
"RHONE ALPES","Hte Savoie","740000302","CH ANNECY-GENEVOIS SITE ST JULIEN EN G","74203","ST JULIEN GENEVOIS CEDEX","CRISTALNET-DMU","","OUI",NA,"CRISTALNET-DMU",NA,"","","","","","","",NA,NA,NA,82
"RHONE ALPES","Hte Savoie","740000328","HOPITAUX DU LEMAN","74100","THONON LES BAINS CEDEX","URQUAL","intégré à CROSSWAY","OUI","9866","URQUAL",NA,"","1 fois par jour","100","100","93","95","97",NA,"0",NA,82
"RHONE ALPES","Hte Savoie","740014345","HOPITAL PRIVE PAYS DE SAVOIE","74000","ANNEMASSE","CLIMCO","","OUI","8565","CLIMCO",NA,"","1 fois par jour","100","100","38","95","0",NA,"0",NA,82
"RHONE ALPES","Hte Savoie","740780424","CLINIQUE GENERALE ANNECY","74130","ANNECY","EXPERTIZ","","OUI","3423","EXPERTIZ",NA,"","1 fois par jour","100","100","94","95","100",NA,"0",NA,82
"RHONE ALPES","Hte Savoie","740781141","CENTRE HOSPITALIER ALPES-LEMAN ANNEMASSE","74400","CONTAMINE SUR ARVE","DPU","","OUI","14236","DPU",NA,"","1 fois par jour","100","100","87","95","100",NA,"0",NA,82
"RHONE ALPES","Hte Savoie","740781224","HOPITAUX DU MONT BLANC SITE SALLANCHES","74700","SALLANCHES","CRISTALNET-DMU","","OUI","11673","CRISTALNET-DMU",NA,"","1 fois par jour","100","100","95","95","100",NA,"0",NA,82
